d,betaprime,total cost,preprocessing,single enum,probability
231,186,22889062134932887630498114461237248,89342688805013139896622120960,25269232288618667623982301184,3.5719355630053524e-06
232,186,29238694669691400593573750404808704,90436974059920075331475603456,25978468851856037198180646912,2.8402370951492793e-06
233,190,52956789774049081829268495718678528,429347956094716229515764301824,119931328455337999408757211136,7.398992048987849e-06
234,190,69379556524387536163263792132653056,434639270851851028268719276032,120054722034140101322890805248,5.70326172562069e-06
235,190,123314659879626809906741487251488768,437284928230418462829568851968,123927965872710270699654086656,3.246495636620879e-06
236,190,158734335484534535956483888111419392,442576242987553191213779648512,123522061851891139703501488128,2.5440346436583908e-06
237,190,285478217181484432357184682971889664,445221900366120625774629224448,128646328022412141978380664832,1.4339747070958005e-06
238,190,375165492444871997481503948649005056,450513215123255424527584198656,128350767541356689453890928640,1.1006671407554659e-06
239,194,688762274335626604733453412742463488,2233317427466053830349600849920,627037875340224039312232022016,2.9624606169964456e-06
240,194,888739567242156492770859595748868096,2260023860343540693129033154560,637770041249200546823475822592,2.3259215938847944e-06
241,194,1618370899723287542275568443630551040,2273377076782284265256237662208,665796888157225985231242133504,1.2955361842894541e-06
242,194,2109790259424684600450681896207122432,2300083509659770846560693256192,651822283496500124175317336064,9.980805467824104e-07
243,198,3897432327799947594653165102481539072,11167531606497997267087977873408,3106178212018943749661397090304,2.6125241291414703e-06
244,198,5203911803142846890912176645838209024,11299480194666685324404541358080,3222623703864418969395224641536,1.990681485114309e-06
245,198,9283945728604101693017228708014981120,11365454488751027101263009415168,3256655373522662567603662225408,1.123517400486425e-06
246,198,11898607018481232939289078931535167488,11497403076919715158579572899840,3272591449155451334277155782656,8.854960297361403e-07
247,198,22053270705491466298332804232658288640,11563377371004056935438040956928,3308825440375575394146307801088,4.810661329029557e-07
248,200,28410299918197683870931639200024363008,26289369874108684922737622253568,7322164288104150644272123609088,8.439465291629298e-07
249,202,52225427732945523805609157734359367680,58907108766949905802795721687040,16653992240927074150121413279744,1.0320925544510054e-06
250,202,66757119368713767292586329171547914240,59583353140624074360547511894016,16713512931107743877650884591616,8.152889038015037e-07
251,202,124549310336845799400308791862894788608,59921475327461158639423406997504,17140840894517488592842890674176,4.4137042875835157e-07
252,204,162080877558926323417586934327015374848,135986141878081078237431414652928,40136683296280144453587318079488,7.751509665365197e-07
253,206,300100167609049353333546700957452075008,307554623160856926881265022402560,85890592437648774951674350403584,9.352342966878404e-07
254,206,387995091393372716943229530400503103488,311045540549937150245591423385600,86981496496233254634381081837568,7.317938929056052e-07
255,206,725000631984711836081081839070130208768,312790999244477261927754623877120,91346717733145121626385033461760,3.97643153751799e-07
256,206,958802618367737736947189699205601951744,316281916633557485292081024860160,93157781078267589474498394456064,3.0462340462345055e-07
257,210,1753677720833574055739131842495388844032,1645393478127638168651526056181760,477718245148162622293019830779904,8.636255326551169e-07
258,210,2333807916638651081276600798573123076096,1663863247419073276672978687361024,492216302860085667763883742330880,6.590253583758105e-07
259,210,4221870716470620873380146644358956843008,1673098132064790830683705002950656,479736567175803505359176830287872,3.637544148420869e-07
260,210,5622703386300512589604350462955372937216,1691567901356226226935533785841664,490179089528383962069975829577728,2.767972359559205e-07
261,212,10319390271276812266708626776608533905408,3809437302950422468203815433666560,1095084459685331537234843177844736,3.390354821762473e-07
262,214,13339778385213425887604754755355127316480,8561123909180779045705060729225216,2470853471950268211679468372099072,5.899391488624204e-07
263,216,24904271340813661050874777086236196601856,19616923574388759500704013898219520,5741675181180949286002817750794240,7.263632314981902e-07
264,216,32693030730052789524108663180311840948224,19833505936041557686658727856308224,5642215459964173200864971262525440,5.558707022467795e-07
265,216,59731097664274628744815372288382948343808,19941797116867959085479094049046528,5737792230937904291955368693596160,3.0668328708713905e-07
266,216,80318621937874892141235692555601340006400,20158379478520759577276817220829184,5738096352649447356047817225273344,2.2999953884238868e-07
267,220,146154117357708311839378046357887365677056,104416483019235433251555314732367872,28417591179875023786946991780528128,6.483371315980573e-07
268,220,191840339433088171965976192813739565645824,105556690005603972321805211803844608,30390023353853292144220298505355264,5.05511763100531e-07
269,220,359362942875707666207365757532574905794560,106126793498788241856930160339582976,30203920155523173809032385634762752,2.706219104344328e-07
270,220,467307461533638277655849804541909404745728,107267000485156762480435983701508096,30436139561469661295639637767749632,2.1020530865475202e-07
271,224,853220403107420956230846644792437311012864,551402701950890265583375746341011456,145712447288444263282091144308064256,5.828351816462072e-07
272,224,1127616271688963235904138901296121577996288,557358892610873192664972214711353344,164057916419158597797454336069992448,4.5638085873993294e-07
273,224,2086706218589406087039418247351156019822592,560336987940864582418794154058317824,163681026654611623298144424159084544,2.475087777165102e-07
274,224,2771788819097697413318764718838013031874560,566293178600847435713414327590453248,159649614474290155070037725330538496,1.868292267082986e-07
275,224,5141710604048113985270251022473550379352064,569271273930838899254212561775624192,162271084659491190252493123457384448,1.0149261076370863e-07
276,228,6730144002186981334761720475342871984078848,3067720179727566391970045321994567680,847831381563951510844268045301448704,4.150219797239129e-07
277,230,12522954939263829519519131698426246735069184,6992132370192290014250776464277372928,1933945445282515695962672298205380608,5.08459466711299e-07
278,230,16391709468012689777280813082784209754390528,7066463055163537870101454497855307776,1927368416019802483901005290786521088,3.9140197235126226e-07
279,230,30335033374845560313450114947269981592616960,7103628397649162388322603873349926912,2029998744932272842104043791796142080,2.147837161692112e-07
280,230,40665012311864376251304637936302941448175616,7177959082620410244173281906927861760,2167901049407908129539377637049237504,1.6394603989465437e-07
281,230,75008710763880595464378592732287616795279360,7215124425106034762394431282422480896,2103309666331574099544678566056689664,8.862042224271952e-08
282,234,100789733964198468460805113097763089868128256,39978144868988563917683937244329541632,11506843818939769901580210372626874368,3.643903279822547e-07
283,236,190095429235427850533625573015784161772830720,91012248519031156815485648941306871808,25826674152170319304115577989330108416,4.3844828069127086e-07
284,236,253491869676393819358592237854658211962945536,91964654531938377091519356456337932288,26573399911713327241157680349625450496,3.335771433263157e-07
285,238,466930445070823571657661660081291950725005312,216186848650874208658108513904131833856,58715660894941933735424841844275544064,4.199803959079276e-07
286,238,632795005471718611641897519903013383192969216,218437841605543401388326148742100025344,64327136473912535285820218271873368064,3.1876094393253506e-07
287,238,1133892176096685660976744498068701799430225920,219563338082877997753434966161084121088,62120498736723921210301878929924816896,1.7721183710736376e-07
288,238,1495926258470993548415881508986863181814038528,221814331037547228262584463956214022144,61226307845353563507872728315152302080,1.3497122150421847e-07
289,238,2823562928026188925642481148093983302856212480,222939827514881824627693281375198117888,63010871180974746775331433778935496704,7.224308318412061e-08
290,238,3705926647213933058294750418816189221348311040,225190820469551055136842779170328018944,69364086868346887562349815244074778624,5.669855994706253e-08
291,240,7037145825112789302502212545835133445408292864,530779385497754885203355701378012938240,150810283636799518420824773282727198720,6.909220148938067e-08
292,242,9380769841916639437324008280220794082797027328,1259941675978521525671363823926465527808,360321004234597725098529527355100102656,1.2321101034724874e-07
293,242,17134382858793689503173226322880129401385648128,1266271046756795621383718405083188166656,375279289411929670142131029447188414464,6.834210008537916e-08
294,242,23440867250004723720793078356586209719978295296,1278929788313343661692700115567986606080,381658377748683687424786590634214424576,5.0534834718603094e-08
295,246,42060749077339196964574594565916161816328667136,7106617620937827035158521643431826030592,1966691182020058151964210723358764957696,1.5388321561668267e-07
296,246,58164822393550862545721903451963225855766822912,7178009263048713993614173210144032161792,2116889262044051213148509057367565926400,1.1399526672531967e-07
297,248,107722391134984913280736862117938784013014532096,17052114657596772443777477674618176143360,4793150898733248964454389826977439678464,1.44661814910688e-07
298,248,145750344393279133596131460752977790371260006400,17222576457105958603671465304254064885760,4745699949417545211197785098936794480640,1.0751992891826933e-07
299,250,266782257450638382984662976131671907153389551616,40272303952262775452437072523006773821440,11516453436336192238193018598280335982592,1.3847810597139312e-07
300,252,355258181005718167803789910519060120546779856896,97754506880936029907135716876064363905024,27117929507851765869176312005357153026048,2.507408191896947e-07
301,254,666200495429673876079458839340493706896261251072,232847850401423817092191444370672481992704,71329619770874758158199516504229503041536,3.25705144913997e-07
302,254,915039528694317807193362708045728988362075799552,235175820949784038886740986177525404139520,65191609814742770594614346724007210909696,2.3416152117177387e-07
303,258,1662765485086150134623291200708769739361694515200,1393135673034939781641149245303567436218368,401614385777575591965782706702356152582144,7.699728385108631e-07
304,258,2248894382379036233732631166825171872976453238784,1407138520534771353860819726650039368417280,367237907796872600933802805474200886706176,5.628325100180081e-07
305,258,4132809214968883415483111625164002934759614316544,1414139944284687294713159877995809696907264,393842816310311304819486295500426328408064,3.120695950932401e-07
306,262,5548739088356315901247180902617677113314580103168,8005176871990354937802625323745822751326208,2078237366053946812791479124559341633404928,1.2963301462436842e-06
307,262,9963320748532463229966638343173384056725802319872,8045196207145995505607636295522890062757888,2065966613811453723001300480442476271763456,7.239347639094803e-07
308,262,13537366161134945968970187964364381773028697047040,8125234877457276641217658239077024685621248,2302078001736666530243763217856052359856128,5.494658518611234e-07
309,262,24918196446481768260221927495408181669061313167360,8165254212612917209022669210854091997052928,2200784615734525558569993037174289182228480,2.9675548768631507e-07
310,264,33694817230158164416760550316695251160054328459264,20008057282763667727525573964134066809733120,5426553433941893613751256652171892343439360,5.384736677472186e-07
311,264,61727626868531771346945211166057981922264087527424,20106136374953825351399595071063430713573376,5808512124060059083648684618550390556721152,2.994803100465742e-07
312,264,83499522655432045722820339100514058727463487275008,20302294559334143075027715855682708319502336,5552846155062043221520037882932112872439808,2.2088461234453637e-07
313,264,158326569367328096254790999140411670950504388624384,20400373651524303174781815533372622021591040,6123753701505829211784099178061970695782400,1.1950604512150927e-07
314,264,210175880760518235922868655914310813459677938974720,20596531835904618422529857747231349829271552,5972424607168932941760702890769107472351232,9.017667096980507e-08
315,268,387325828777902646433215858526828858443121314234368,119134580014771058731789239755616059742224384,30103348404484287610483940831472234784620544,2.7485604358069954e-07
316,268,521685455607533628736664059868099965271229107011584,120285622051369600297727994676973780489732096,34211378847231687134817136924819747051143168,2.1125834627426885e-07
317,268,954887664541942394062735667137781533654042116358144,120861143069668871080697372137652640863485952,34189782706219398824135866840683307922882560,1.1583095919959345e-07
318,268,1321632637639016332848103496936184411330686249598976,122012185106267412646636127059010361610993664,32692240205535664190343749776410639681454080,8.35015545922956e-08
319,272,2430241054251019554336108952753569208570228393377792,707017669423118148975583951020475042687352832,191208695215694262425082993538052668709142528,2.63656805119747e-07
320,272,3323097249690109144348127157411271881698733165903872,713783367053251864946581771052512683575214080,191097660889629409327649128101270150642139136,1.9424550912353438e-07
321,272,6152363235675854538830942959877255812502282007740416,717166215868318762546161938200700300791119872,206904756782155142617064159720362432855539712,1.0714352585602324e-07
322,272,8395483976281773996150471378854305330208599820992512,723931913498452557745322272497075535222931456,215582882337387770165577769488374031364128768,7.982895916558497e-08
323,272,15794125108487535562374531001182662727469193316270080,727314762313519455344902439645263152438837248,193755658233618700707509494458885442048622592,4.1600624475534404e-08
324,276,21395913771390461603842984006340971570279600277684224,4300332583828908002199816793147051931661762560,1243520604017545895799461599262915892996997120,1.8483467108396783e-07
325,278,38245206888987136888838310593005942649396170344890368,10424687692116907418947090949226591471150301184,2964887968722698023917263203299093213884710912,2.497424352131199e-07
326,278,51257516245152834806995240630999796598599716568039424,10523037948924983656645978970553718721606582272,2803428081382221049973032963289629414131761152,1.8546415947085865e-07
327,280,98631582144524158802945755042732294621439979035820032,25979043749207661188530230269954222728857780224,7342037022587629871502068900048108341333852160,2.409936640124701e-07
328,280,136373685676068431849896945555441711631624569838632960,26223033823078845504948076498095769335720050688,7212633541558670396027457441812830273960673280,1.748968458370024e-07
329,282,250862286510270360365518211742516872296577343284051968,64687382926254798635392638325200367139982147584,18006325567141790956891982748100039313270505472,2.3514710627462203e-07
330,282,331365726877574317749456161351230717837290871378149376,65292121330039980097234292320595109641004777472,17485621457402824688027024571418225890547466240,1.7820034929764448e-07
331,282,621039740665566856445171872601608020421946753545142272,65594490531932580969359921144127692865141735424,17687711258328973725976896083468982380214091776,9.566110278872112e-08
332,284,869521557419747262438327643535345613878711401607856128,164960023555897950568547596767214666098659033088,46662522430877569820102147345107242743756750848,1.7361375926725793e-07
333,284,1577691095476472788453798357253472229083227032964300800,165720499164927136661470880565242389956868964352,44594499064732251182192739295507915539635765248,9.509350322308468e-08
334,284,2164751400962995326290005050025500325411032168665186304,167241450382985508847317448161297837673288826880,47222907706453131824304771636703282082623782912,7.067237389140354e-08
335,284,4013711684560805095488120406030259316151132607746146304,168001925992014694940240731959325561531498758144,47944066653510495960155857798946945188354850816,3.837969908942975e-08
336,284,5491624622648708157842222390476164607901190289612603392,169522877210073067126087299555381009247918620672,49006272271207674170190574002031928020100448256,2.8386452603654453e-08
