d,betaprime,total cost,preprocessing,single enum,probability
197,156,1659080994119283714943877120,176211484319235310616576,288180414141244574269440,0.00019965320489040382
198,156,2085114343765119962389151744,178685577631752892973056,296032628029970307874816,0.0001623952577329179
199,156,3721647037772387101519642624,179922624288011717705728,314637271510303884967936,9.479069926973842e-05
200,158,4672174402014196531552321536,400181382432841772564480,658815404108775283490816,0.00016167507990379263
201,158,8365620548614536293261508608,402935197746619494694912,692918229129173042987008,9.34408142803816e-05
202,160,10528352116583332738274164736,848530817036167172587520,1388490428320780424052736,0.0001515581837649882
203,162,18656610420150009188988223488,1865051766958991060500480,2969850463505925762187264,0.00018484912887823624
204,162,23418986021375300350146248704,1890725306622142173937664,3089636914786779191574528,0.0001516919375205037
205,162,41645726996646725504991232000,1903562076453717462220800,3232194761817423815376896,8.796653798229546e-05
206,162,53321103528906182605364264960,1929235616116868307222528,3354682077579300954963968,7.068775067084991e-05
207,164,95943877744578502647204544512,3984507228957697749549056,6809207494107380112687104,8.024885400178801e-05
208,164,121220670860505730943132106752,4037853781248412806545408,7021950669344047517138944,6.508175111073906e-05
209,166,217616877621034568556327469056,8725404216272425674866688,15018017556224001552941056,7.782810016520998e-05
210,170,231759593856263782124853657600,21770918776397926361989120,34157546458843081804349440,0.00017213151746743114
211,172,396833664353273498694146064384,42352612027834735181955072,65405778971220594772672512,0.00019368818336326776
212,172,498206985972620390468025319424,42922830002246384187604992,67657605339606336541818880,0.00015832033442613686
213,172,875456649052560136770714337280,43207938989452212985397248,71015610256330698168205312,9.30686452574146e-05
214,174,1093442922044238242355274055680,88425041236435459660316672,138938746283375051826790400,0.0001483185824127725
215,174,1947167049809624418322390974464,89010504716476801175519232,148227557611185989427920896,8.690902565436026e-05
216,176,2431452326132350132283068383232,184144685677293837611958272,290838893302227682998616064,0.0001393430057664517
217,176,4289390221839458108182676635648,185358068411688665021939712,305128397133327129099894784,8.156735041009856e-05
218,176,5392798158253234856516068048896,187784833880478319841902592,316583381884459725386416128,6.671471799902615e-05
219,176,9621643762953801768718487781376,188998216614873181611622400,325605679493261817689407488,3.8152070261317384e-05
220,178,12139999095767093067009054736384,397926520092433494568861696,663435688007419405182959616,6.236400821179579e-05
221,178,21885345095931674151490179563520,400483969604801337990578176,696376637757322081916157952,3.575138527688849e-05
222,178,27824116531882049645355437391872,405598868629537024834011136,718151803914201630565728256,2.8810110387517676e-05
223,180,49637298217782428524194467676160,865725631636001651670646784,1499376829053560158729273344,3.3988894711399235e-05
224,182,62782074982051385743558240632832,1884899346194791155466502144,3120265736178827393419444224,5.6868659206980545e-05
225,182,112930756151709117479780142284800,1896875547919400494893629440,3269801056134720054129328128,3.263582180255914e-05
226,182,143294189320303791809770622550016,1920827951368619723503697920,3422010417332170380621643776,2.6597466955749122e-05
227,184,258482754230832719251803929051136,4062067815083938110152638464,7016143197821235905307869184,3.057271578619051e-05
228,184,327684730188803783739145596174336,4113036400256605808052142080,7212078872952220295591100416,2.4653788777822937e-05
229,186,600837395710874765951750738280448,8872038551832141873488592896,15450951826104489894041616384,2.887728370367048e-05
230,188,755775560804969835565610627497984,19043553160587256694688448512,31489553412324062532697325568,4.7695279016505724e-05
231,188,1364922623542614132203542158508032,19162298243712180335270690816,33575735485935148877964378112,2.7562113297900868e-05
232,188,1728201406221034223238738134171648,19399788409962032014481686528,34116785020732180682160209920,2.208979802173134e-05
233,190,3140973292211100679784031928188928,42521939988763998144235044864,73701207828666497421163888640,2.639521815762495e-05
234,190,4011721979781384758940494710439936,43045840379557024429389119488,76497608642986393987645964288,2.1256557668484082e-05
235,192,7187208930857843684462340876533760,95848452500613226224632725504,164681568615328547530558406656,2.5857973559588127e-05
236,192,9222281446732863320574982409420800,97022545394736261305622069248,170203102170032025455466381312,2.066987618204762e-05
237,192,16871995091803495365417347940614144,97609591841797778846116741120,179326166509516556389194924032,1.1708807081932899e-05
238,192,21739940136010235431358685918527488,98783684735920831519292129280,185015842885378595044984881152,9.312234408973142e-06
239,196,39326709755741739132637740699484160,469054224397385326657250787328,811776883265202535839364546560,2.3232813499726262e-05
